title,country,release_year,rating,duration,description,year_added,month_added,year_month_added,imdb_score,genres,actors,directors
S.W.A.T.: Under Siege,United States,2017,R,89 min,"When a S.W.A.T. team takes in a mysterious, high-profile prisoner, international threats unleash a barrage of attacks on their compound to retrieve him.",2021,April,"April, 2021",4.5,"['action', 'crime', 'thriller']","['Adrianne Palicki', 'Michael Jai White', 'Ty Olsson', 'Pascale Hutton', 'Sam Jaeger', 'Monique Ganderton', 'Kyra Zagorsky', 'Olivia Cheng', 'Zahf Paroo', 'Aren Buchholz', 'Francisco Cano', 'Lisa Chandler', 'Garvin Cross', 'Mike Dopud', 'Chris Gauthier', 'Dakota Guppy', 'Marci T. House', 'Matthew Marsden', 'Omari Newton']",['Tony Giglio']
Secrets of Great British Castles,United Kingdom,2016,TV-PG,2 Seasons,Join historian Dan Jones on a journey back in time to the zenith of Britain's most iconic structures and their infamous inhabitants.,2021,April,"April, 2021",7.8,"['documentation', 'history', 'european']",['Dan Jones'],
Seven Souls in the Skull Castle: Season Bird,,2017,TV-14,182 min,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Bird” version of the dynamic show performed in a 360º theater.",2021,April,"April, 2021",,,,
Seven Souls in the Skull Castle: Season Flower,Japan,2017,TV-14,181 min,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Flower” version of the bold show performed in a 360º theater.",2021,April,"April, 2021",,,,
Seven Souls in the Skull Castle: Season Wind,,2017,TV-14,185 min,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Wind” version of the dynamic show performed in a 360º theater.",2021,April,"April, 2021",,,,
Sniper: Ghost Shooter,United States,2016,R,99 min,Snipers ordered to protect a gas pipeline from terrorists suspect a security breach when they're targeted by a ghost shooter who knows their location.,2021,April,"April, 2021",,,,
Starship Troopers: Traitor of Mars,"United States, Japan",2017,R,88 min,"When a corrupt official plans to sabotage the planet Mars, it’s up to Rico and a group of fresh recruits to fend off a surprise bug attack on their own.",2021,April,"April, 2021",,,,
Takers,United States,2010,PG-13,107 min,An elite crew of bank robbers sets up a daring heist after a former associate persuades them to target an armored car that could be their biggest score.,2021,April,"April, 2021",6.2,"['action', 'crime', 'drama', 'thriller']","['Idris Elba', 'Paul Walker', 'Matt Dillon', 'Michael Ealy', 'Jay Hernandez', 'Chris Brown', 'Hayden Christensen', 'T.I.', 'Zoe Saldaña', 'Marianne Jean-Baptiste', 'Johnathon Schaech', 'Steve Harris', 'Trevor Donovan', 'Gaius Charles', 'Gideon Emery', 'Glynn Turman', 'Nicholas Turturro', 'Zulay Henao', 'Isa Briones', 'Nancy Young', 'Nancy Wetzel', 'Marcus Young', 'Danny Epper', 'Scott Wilder']",['John Luessenhop']
Tersanjung the Movie,Indonesia,2021,TV-14,114 min,"After growing up in a tumultuous household, Yura finds herself in a love triangle with two close friends as she faces a personal and financial crisis.",2021,April,"April, 2021",,,,
The Knight and the Princess,"Egypt, Saudi Arabia",2019,TV-PG,96 min,"A fictional account of the heroic quests of a 7th-century knight, from rescuing hostages abducted by pirates in the Indian Sea to taking on a tyrant.",2021,April,"April, 2021",5.5,"['comedy', 'family', 'fantasy', 'history', 'animation', 'action']","['Medhat Saleh', 'Donia Samir Ghanem', 'Maged El Kedwany', 'Mohamed Henedi', 'Abla Kamel', 'Abdul Rahman Abu Zahra', 'Mohamed El Dafrawi', 'Lekaa El Khamisy', 'Ghassan Matar']",['Bashir El Deek']
The Pianist,"United Kingdom, France, Poland, Germany, United States",2002,R,149 min,Famed Polish pianist Wladyslaw Szpilman struggles to survive the onslaught of Nazi tyranny during World War II in this drama based on his memoirs.,2021,April,"April, 2021",,,,
The Stepfather,United States,2009,PG-13,102 min,A series of mysterious events makes a teenager suspect that his mother's new boyfriend may be a dangerous serial killer known for preying on families.,2021,April,"April, 2021",,,,
Universal Soldier: The Return,United States,1999,R,83 min,An ex-Universal Soldier working to design smarter cyborg warriors discovers that the supercomputer controlling the soldiers has a sinister agenda.,2021,April,"April, 2021",,,,
Wazir,India,2016,TV-14,98 min,"Helping an amputee grandmaster settle the score for his tragic past, a grieving detective unravels a conspiracy more complicated than he imagined.",2021,April,"April, 2021",7.2,"['thriller', 'crime', 'drama', 'action']","['Amitabh Bachchan', 'Farhan Akhtar', 'Aditi Rao Hydari', 'John Abraham', 'Neil Nitin Mukesh', 'Manav Kaul', 'Prakash Belawadi', 'Murali Sharma', 'Nishigandha Wad', 'Avtar Gill', 'Seema Pahwa', 'Vaidehi Parshurami']",['Bejoy Nambiar']
White Boy,United States,2017,TV-MA,83 min,"This true-crime documentary exposes new facts about alleged teen drug lord ""White Boy Rick"" and his lesser-known role as an FBI informant.",2021,April,"April, 2021",,,,
Worn Stories,United States,2021,TV-MA,1 Season,"In this funny, heartfelt and moving docuseries, real people unpack the fascinating and quirky stories around their most meaningful pieces of clothing.",2021,April,"April, 2021",6.7,['documentation'],,
Yes Man,"United States, United Kingdom",2008,PG-13,104 min,"After a bitter divorce, a loan officer falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year.",2021,April,"April, 2021",,,,
At Eternity's Gate,"Ireland, Switzerland, United Kingdom, France, United States",2018,PG-13,111 min,Wild artistic inspiration and emotional turmoil fill painter Vincent van Gogh's last years as he struggles to bring his unique vision to the world.,2021,March,"March, 2021",,,,
Haunted: Latin America,"United States, Mexico",2021,TV-14,1 Season,"Real people's terrifying tales of the chilling, unexplained and paranormal come to life with dramatic reenactments in this reality series.",2021,March,"March, 2021",5.3,"['horror', 'reality']",,
Not a Game,United Kingdom,2020,TV-MA,98 min,"This documentary offers an honest look at our fraught, complex relationship to video games from the perspectives of gamers and their concerned parents.",2021,March,"March, 2021",,,,
Robocar Poli,South Korea,2015,TV-Y,2 Seasons,"When disaster strikes in Brooms Town, police car Robocar Poli, fire truck Robotruck Roy and their friends on the rescue team race to save the day.",2021,March,"March, 2021",6.0,"['animation', 'comedy', 'family', 'fantasy']",,['Jun-Young Um']
Yu-Gi-Oh!,Japan,2005,TV-Y7,1 Season,"The lives of young Yugi Moto and his friends Joey, Tristan, and Téa are forever changed when a fantasy card game becomes their reality.",2021,March,"March, 2021",7.3,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']","['Megumi Ogata', 'Toshiyuki Morikawa', 'Hikaru Midorikawa', 'Yumi Kakazu', 'Ryotaro Okiayu', 'Tsutomu Kashiwakura', 'Kaneto Shiozawa', 'Katsue Miwa', 'Yukana', 'Takeshi Aono', 'Michiko Neya', 'Ryou Naitou']",
7 Yards: The Chris Norton Story,United States,2021,TV-PG,93 min,"The true story of former college football player Chris Norton, who defied the odds after a devastating accident — with the woman he loves by his side.",2021,March,"March, 2021",7.8,['documentation'],"['Mike Barwis', 'Chris Norton', 'Emily Norton']",['Jonathon Link']
Octonauts & the Ring of Fire,"China, United Kingdom",2021,TV-Y,73 min,"When red-hot volcanoes start a chain reaction of disasters across the ocean, the Octonauts must work together to face their biggest challenge yet.",2021,March,"March, 2021",,,,
Rainbow High,United States,2020,TV-Y,1 Season,"The popular fashion dolls come to life in this animated series as they let their talents and true colors shine at the visual arts school, Rainbow High.",2021,March,"March, 2021",5.8,"['comedy', 'family', 'animation']",['Kiera Please'],
Mandela: Long Walk to Freedom,"United Kingdom, South Africa, France",2013,PG-13,141 min,This in-depth biopic portrays groundbreaking South African leader Nelson Mandela's fight against political oppression and virulent racism.,2021,March,"March, 2021",7.1,"['drama', 'history']","['Idris Elba', 'Naomie Harris', 'Tony Kgoroge', 'Riaad Moosa', 'Fana Mokoena', 'Robert Hobbs', 'Jamie Bartlett', 'Lindiwe Matshikiza', 'Terry Pheto', 'Deon Lotz', 'Thapelo Mokoena', 'Zolani Mkiva', 'Simo Mogwaza', 'David Butler', 'Gys de Villiers', 'Atandwa Kani', 'Albert Pretorius']",['Justin Chadwick']
Lawless,United States,2012,R,116 min,"This true-to-life action saga profiles Virginia's bootlegging Bondurant brothers, whose exploits during the Prohibition era made them outlaw heroes.",2021,March,"March, 2021",,,,
Marked,Nigeria,2021,TV-PG,21 min,"This documentary explores Nigeria’s cultural practice of marking, including its origins and meaning as a symbol of identity, beauty and spirituality.",2021,March,"March, 2021",,,,
A Week Away,United States,2021,TV-PG,98 min,"In this uplifting musical, a troubled teen takes a leap of faith by attending summer camp — and unexpectedly finds love, friends and a place to belong.",2021,March,"March, 2021",5.7,"['drama', 'family', 'romance']","['Bailee Madison', 'Kevin G. Quinn', 'Sherri Shepherd', 'David Koechner', 'Jahbril Cook', 'Kat Conner Sterling', 'Iain Tucker', 'Ed Amatrudo', 'Hutch Greene', 'Josh Rasile']",['Roman White']
Bad Trip,United States,2021,TV-MA,87 min,"In this hidden-camera prank comedy, two best friends bond on a wild road trip to New York as they pull real people into their raunchy, raucous antics.",2021,March,"March, 2021",6.5,"['comedy', 'reality']","['Eric André', 'Lil Rel Howery', 'Tiffany Haddish', 'Michaela Conlin', 'Anthony J. James', 'Adam Meir', 'Charles Green', 'Cory DeMeyers', 'Rebecca Rose Goodman']",['Kitao Sakurai']
Big Time Rush,United States,2013,TV-G,4 Seasons,"After a talent agent discovers four talented pals and turns them into a boy band called Big Time Rush, they must adjust to their exciting new lives.",2021,March,"March, 2021",6.3,"['family', 'comedy']","['Kendall Schmidt', 'Logan Henderson', 'James Maslow', 'Carlos PenaVega', 'Stephen Kramer Glickman', 'Ciara Bravo', 'Tanya Chisholm']",
Black Is Beltza,,2018,TV-MA,87 min,A young Basque man is radicalized in 1960s America after being forbidden from participating in a parade on racial grounds.,2021,March,"March, 2021",5.8,"['thriller', 'animation', 'drama']","['Unax Ugalde', 'Isaach De Bankolé', 'Iseo', 'Sergi López', 'Ramon Agirre', 'Jorge Perugorría', 'Angelo Moore', 'Maria de Medeiros', 'Emma Suárez', 'Óscar Jaenada', 'Rossy de Palma', 'Ramón Barea', 'Hamid Krim', 'Josean Bengoetxea', 'Guillermo Toledo', 'Ander Lipus', 'Lenval Brown', 'Valeria Maldonado', 'Sergio Arau', 'Jorge Ferrera', 'Giancarlo Ruiz', 'Josh Kun', 'Ray Fernandez', 'Víctor Navarrete', 'Jorge Ferrara', 'Iban Rusiñol', 'Exprai', 'Marlene Dermer', 'Ramon Zumitrenko', 'Stuart Casson', 'Ko The Knockout', 'Sista Eyerie', 'Drazto Gomex', 'Marco Aldaco', 'Arantxa Idieder', 'Marieder Iriart', 'Mariam Bachir', 'Muhammad Ali', 'Xalbador', 'Charles de Gaulle']",['Fermin Muguruza']
Croupier,"Ireland, United Kingdom, France, Germany",1998,TV-MA,95 min,"A would-be writer lands a job as a croupier to make ends meet. But when he becomes involved with a gambler, he is lured into taking part in a heist.",2021,March,"March, 2021",7.0,"['drama', 'european', 'crime']","['Clive Owen', 'Kate Hardie', 'Alex Kingston', 'Gina McKee', 'Nicholas Ball', 'Alexander Morton', 'Paul Reynolds', 'Nick Reding', 'Barnaby Kay', 'Rhona Mitra', 'Ozzie Yue', 'John Radcliffe', 'Sheila Whitfield']",['Mike Hodges']
Elizabeth and Margaret: Love and Loyalty,United Kingdom,2020,TV-PG,87 min,"This documentary takes an intimate look at the complex, widely misunderstood relationship between Queen Elizabeth II and her sister, Princess Margaret.",2021,March,"March, 2021",,,,
Keeping the Bees,Turkey,2020,TV-14,93 min,Ayşe returns from Germany to her Black Sea hometown and sets out to fulfill her mom's dying wish — to care for her beloved bee farms.,2021,March,"March, 2021",5.8,['drama'],"['Meryem Uzerli', 'Feyyaz Duman', 'Hakan Karsak', 'Burcu Salihoglu', 'Sennur Nogaylar']",
Magic for Humans Spain,Spain,2021,TV-MA,1 Season,"In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder.",2021,March,"March, 2021",6.0,"['reality', 'comedy']",['Antonio Díaz'],
Ni de coña,Spain,2020,TV-MA,97 min,"Trying to fix their relationships, four couples attend a spiritual retreat at a Caribbean resort, where temptation and mishaps add problems to the mix.",2021,March,"March, 2021",2.8,"['comedy', 'european']","['Nathalie Seseña', 'Goyo Jiménez', 'J.J. Vaquero', 'Jordi Sánchez', 'Ricardo Quevedo', 'Carolina Noriega', 'Max Marieges', 'Kikin Fernández', 'Norma Nivia', 'Moi Camacho', 'Nadia Torrijos']",['Fernando Ayllón']
Pagglait,India,2021,TV-PG,114 min,"Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives and a startling discovery about her late husband.",2021,March,"March, 2021",6.9,"['comedy', 'drama']","['Sanya Malhotra', 'Shruti Sharma', 'Chetan Sharma', 'Ashutosh Rana', 'Sheeba Chaddha', 'Raghubir Yadav', 'Natasha Rastogi', 'Rajesh Tailang', 'Meghna Malik', 'Jameel Khan', 'Ananya Khare', 'Yamini Singh', 'Saroj Singh', 'Sayani Gupta', 'Ashlesha Thakur', 'Aasif Khan', 'Sharib Hashmi', 'Sachin Chaudhary', 'Nakul Roshan Sandev', 'Bhupesh Pandya']",['Umesh Bist']
The Irregulars,United Kingdom,2021,TV-14,1 Season,"A crew of misfits investigates a series of supernatural crimes in Victorian London for Dr. Watson and his shadowy associate, Sherlock Holmes.",2021,March,"March, 2021",5.9,"['crime', 'drama', 'fantasy', 'thriller', 'scifi']","['Henry Lloyd-Hughes', 'Royce Pierreson', 'McKell David', 'Thaddea Graham', 'Jojo Macari', 'Harrison Osterfield', 'Darci Shaw', 'Clarke Peters', ""Eileen O'Higgins""]",
Caught by a Wave,Italy,2021,TV-14,100 min,"After falling in love at a sailing summer camp in Sicily, reality comes crashing down on a teenage couple when a harsh truth prompts a pivotal decision.",2021,March,"March, 2021",5.7,"['romance', 'drama', 'sport']","['Elvira Camarrone', 'Christian Roberto', 'Vincenzo Amato', 'Donatella Finocchiaro', 'Corrado Invernizzi', 'Manuela Ventura', 'Sofia Migliara', 'Angelica Alleruzzo', 'Marta Parisi']",['Massimiliano Camaiti']
DOTA: Dragon's Blood,United States,2021,TV-MA,1 Season,A conflicted yet courageous Dragon Knight must use the power of the dragon within to stop a deadly demon in this epic fantasy based on the online game.,2021,March,"March, 2021",7.8,"['scifi', 'action', 'animation', 'fantasy', 'thriller']","['Lara Pulver', 'Tony Todd', 'Yuri Lowenthal', 'Troy Baker']",
Pui Pui Molcar,Japan,2021,TV-Y7,1 Season,They’re guinea pigs! And they’re cars! The fuzzy and adorable molcars have lots of fun adventures in this delightful stop-motion animation.,2021,March,"March, 2021",8.1,"['animation', 'comedy', 'family']",,
Secret Magic Control Agency,"Russia, United States",2021,TV-Y7,105 min,"Hansel and Gretel of fairy tale fame — now acting as secret agents — must use magic, clever thinking and teamwork on a mission to find a missing king.",2021,March,"March, 2021",6.2,"['comedy', 'family', 'fantasy', 'animation']","['Valery Smekalov', 'Irina Obrezkova', 'Alexey Makretsky', 'Regina Shchukina', 'Kseniya Brzhezovskaya', 'Yuliya Zorkina']",['Aleksey Tsitsilin']
Seaspiracy,United States,2021,TV-14,90 min,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers alarming global corruption.",2021,March,"March, 2021",8.1,['documentation'],"['Ali Tabrizi', 'Sylvia Earle', ""Richard O'Barry"", 'Paul de Gelder', 'Lucy Tabrizi', 'Jonathan Balcombe', 'George Monbiot', 'Michael Klaper']",['Ali Tabrizi']
Loyiso Gola: Unlearning,South Africa,2021,TV-MA,60 min,"South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong!",2021,March,"March, 2021",5.9,['comedy'],['Loyiso Gola'],['Kagiso Lediga']
Men on a Mission,South Korea,2021,TV-14,6 Seasons,"Male celebs play make-believe as high schoolers, welcoming star transfer students every week and engaging in battles of witty humor and slapstick.",2021,March,"March, 2021",,,,
